한국어 단어,English Word,汉语单词,汉语拼音,Image
탑승객,passenger,乘客,chéngkè,
숙박,lodging; staying,住宿，投宿,zhùsù，tóusù,
이동,movement; migration,移动,yídòng,
목적지,destination,目的地,mùdìdì,
입국,entry into a country,入境,rùjìng,
유적,remains; ruins,遗迹,yíjì,
박,night,夜，宿,yè，sù,
배낭여행,backpacking,背包旅行,bēibāolǚxíng,
일행,party; company; companion,一行，一行人,yīxíng，yīxíngrén,
출국,departure; leaving a country,出国，出境,chūguó，chūjìng,
유럽,Europe,欧洲,ōuzhōu,
이국적,being exotic,异国的，异域的,yìguóde，yìyùde,
해변,beach; coast; seaside; seashore,海边，海滨,hǎibiān，hǎibīn,
구경거리,attraction,可看的，热闹的，看点,kěkànde，rènàode，kàndiǎn,
근교,suburb; outskirts,近郊，郊外,jìnjiāo，jiāowài,
배낭,backpack; knapsack,背包,bēibāo,
폭포,waterfall; falls; cascade,瀑布,pùbù,
유람선,cruise ship	,游船，游览船,yóuchuán，yóulǎnchuán,
승무원,crew member,乘务员,chéngwùyuán,
콘도,membership resort,公寓式酒店，公寓，酒店式公寓,gōngyùshìjiǔdiàn，gōngyù，jiǔdiànshìgōngyù,
탑,tower,塔,tǎ,
물가,riverside; waterside,水边，岸边,shuǐbiān，ànbiān,
이국적,exotic,异国的，异域的,yìguóde，yìyùde,
숙박비,room charge; lodging expense,住宿费,zhùsùfèi,
여관,inn,旅馆，旅店,lǚguǎn，lǚdiàn,
여행가,professional traveler,旅行家,lǚxíngjiā,
안내원,guide; docent; receptionist ,导游，解说员，接待员，讲解员,dǎoyóu，jiěshuōyuán，jiēdàiyuán，jiǎngjiěyuán,
안내소,information desk; information booth,服务台，咨询处，问询处,fúwùtái，zīxúnchù，wènxúnchù,
렌터카,rental car,租赁车辆,zūlìnchēliàng,
일정표,schedule,日程表，行程表,rìchéngbiǎo，xíngchéngbiǎo,
항공료,airfare; flight fare,机票价格，机票费用，空运费,jīpiàojiàgé，jīpiàofèiyòng，kōngyùnfèi,
앞바다,offshore waters; the sea near the land,前海，近海,qiánhǎi，jìnhǎi,
안내판,notice board; information board,告示板，指示牌,gàoshìbǎn，zhǐshìpái,
안내서,handbook,指南，说明书,zhǐnán，shuōmíngshū,
휴식,break; rest; recess,休憩,xiūqì,
해수욕장,beach,海水浴场,hǎishuǐyùchǎng,
휴양지,resort; getaway; holiday destination,休养地，疗养地,xiūyǎngdì，liáoyǎngdì,
휴가철,holiday season; vacation season,休假季，休假期,xiūjiàjì，xiūjiàqī,
창가,window,窗边，窗旁,chuāngbiān，chuāngpáng,
창밖,outside a window,窗外,chuāngwài,
낳다,give birth; deliver,生,shēng,
애정,love; affection,爱，爱心,ài，àixīn,
반하다,be attracted; be enchanted,迷上 ，着迷,míshàng ，zháomí,
삶,living,生活,shēnghuó,
장모,mother-in-law,丈母娘，岳母,zhàngmǔniáng，yuèmǔ,
키스,kiss,吻,wěn,
운명,fate; destiny,命运，宿命,mìngyùn，sùmìng,
장인,father-in-law,丈人，岳父,zhàngrén，yuèfù,
시아버지,father-in-law,公公,gōnggōng,
여보,hey; excuse me,喂,wèi,
이혼,divorce,离婚,líhūn,
연애,romance; courtship,恋爱,liàn'ài,
부인,woman,妇女,fùnǚ,
미혼,being single; being unmarried,未婚,wèihūn,
출산,childbirth; delivery; labor,生产，生育,shēngchǎn，shēngyù,
소개팅,blind date,相亲,xiāngqīn,
배우자,spouse,配偶，伴侣,pèi'ǒu，bànlǚ,
고백,confession; confiding; making a clean breast of something; fessing up; coming clean ,告白，坦白，表白,gàobái，tǎnbái，biǎobái,
청혼,marriage proposal,求婚,qiúhūn,
기혼,being married,已婚,yǐhūn,
임신,pregnancy,妊娠，怀孕,rènshēn，huáiyùn,
친정,the former home of a married woman,娘家,niángjiā,
결혼식장,wedding hall,婚礼大厅，喜堂,hūnlǐdàtīng，xǐtáng,
만남,meeting,相会，见面,xiānghuì，jiànmiàn,
장가,marriage,娶妻,qǔqī,
약혼,engagement; betrothal,订婚,dìnghūn,
약혼자,fiance; fiancee; the engaged person,订婚对象，未婚夫，未婚妻,dìnghūnduìxiàng，wèihūnfū，wèihūnqī,
약혼녀,fiancee; bride-to-be,未婚妻,wèihūnqī,
가꾸다,cultivate; grow,栽种，拾掇,zāizhòng，shíduō,
평범하다,ordinary; usual; common,平凡，一般,píngfán，yìbān,
꾸미다,decorate; adorn,装饰，装扮,zhuāngshì，zhuāngbàn,
야하다,erotic; racy; risque,色情，妖艳，黄,sèqíng，yāoyàn，huáng,
우아하다,elegant; graceful,优雅,yōuyǎ,
인상,impression,相貌，面相,xiàngmào，miànxiāng,
주먹,fist,拳头,quántou,
멀쩡하다,uninjured; unwounded,好好儿的，好端端的,hǎohǎo'érde，hǎoduānduānde,
피부,skin,皮肤,pífū,
향수,perfume,香水,xiāngshuǐ,
통통하다,chubby; stout,胖乎乎，胖嘟嘟,pànghūhū，pàngdūdū,
머리칼,hair,(无对应词汇),(wúduìyìngcíhuì),
멋지다,fine; nice; lovely,帅气，潇洒，优秀,shuàiqì，xiāosǎ，yōuxiù,
외모,appearance,外貌，外表,wàimào，wàibiǎo,
세련되다,polished; refined	,干练，老练,gànliàn，lǎoliàn,
동그랗다,circular; ball-shaped,溜圆，圆圆的,liūyuán，yuányuánde,
앞머리,forehead,脑门，额头,nǎomén，étóu,
단정하다,neat; tidy,端正，正经,duānzhèng，zhèngjīng,
둥글다,round,圆，圆圆的,yuán，yuányuánde,
미인,beauty; beautiful woman,美人，美女,měirén，měinǚ,
길다,grow,长,zhǎng,
살찌다,gain weight,长胖，发胖,zhǎngpàng，fāpàng,
촌스럽다,unpolished; countrified; dowdy ,土气，俗气,tǔqì，súqì,
눈빛,look in one's eyes,目光，眼神,mùguāng，yǎnshén,
염색,dyeing,染色,rǎnsè,
속눈썹,eyelashes,睫毛,jiémáo,
화장,make-up; putting on cosmetics,化妆,huàzhuāng,
면도,shave,剃须，刮脸，刮毛,tìxū，guāliǎn，guāmáo,
빗다,comb,梳，梳理,shū，shūlǐ,
이미지,image,印象，形象,yìnxiàng，xíngxiàng,
액세서리,accessories,饰品，首饰,shìpǐn，shǒushì,
생기,life; liveliness,朝气，活力,zhāoqì，huólì,
생김새,appearance; looks; features,长相，相貌,zhǎngxiàng，xiàngmào,
스타일,style,造型,zàoxíng,
